Date,Twitter Handle,Twitter Username,Last Price,User Address,Profile Picture URL,Created On
,enesmadak_em,em,0.7744 ETH,0x9ce9663933b46417c44c61c0934278d28ff08e37,https://static.starsarena.com/uploads/6b84a09f-f200-839c-b750-e22f90c2e0e51714749068413.png,2023-09-21 17:02:58

"
September 22, 2023"

,o0oMBKo0o,Çatapatkripto,0.7056 ETH,0xa1848a327b780b172d53ea3506d1c844abf533d4,https://static.starsarena.com/uploads/08e7e183-f509-8ce2-79e7-4e831693ec9b1725629829836.png,2023-09-22 10:15:16
,v01dspirit,"ChiknWizard (🐔,🧙🏼‍♂️)",0.2704 ETH,0x1e39058f71b2c9dd5196645fd3afd3fae9bc6aa9,https://static.starsarena.com/uploads/033b7677-1902-9cf9-8147-1a6d21bbe67c1722617789578.png,2023-09-22 11:59:05
,v01dspirit,"ChiknWizard (🐔,🧙🏼‍♂️)",0.2704 ETH,0x1e39058f71b2c9dd5196645fd3afd3fae9bc6aa9,https://static.starsarena.com/uploads/033b7677-1902-9cf9-8147-1a6d21bbe67c1722617789578.png,2023-09-22 11:59:05

"
September 23, 2023"

,0xlocrian,Locrian,0.4624 ETH,0x517371fab6ddb13228ab3aff1cff5fc325edb4c6,https://static.starsarena.com/uploads/4cfdf0e9-27d5-c1bb-22ec-d57a6f18677a1713184990295.png,2023-09-23 02:04:31
,RussellKlein,cryptolaw.avax🔺,2.5600 ETH,0xe3f651570780543bf2cd359aee170756615e1ca0,https://static.starsarena.com/uploads/f1de21b4-1577-c75b-af3f-0ea69a3c988f1714010162770.png,2023-09-23 02:43:45
,AC_1987p,crypto5oya.avax 🔺🔺🔺,0.0784 ETH,0x8d37ca7de0f7b0c2ace1982d0ea5661e9dfc9d65,https://static.starsarena.com/uploads/c594e633-629c-4180-356a-b023af5effa91712752416123.png,2023-09-23 09:54:19
,AC_1987p,crypto5oya.avax 🔺🔺🔺,0.0784 ETH,0x8d37ca7de0f7b0c2ace1982d0ea5661e9dfc9d65,https://static.starsarena.com/uploads/c594e633-629c-4180-356a-b023af5effa91712752416123.png,2023-09-23 09:54:19
,Stupifff,Stupifff,1.0000 ETH,0x36a9a20ed0ef98211cc889564491146d619e952a,https://static.starsarena.com/uploads/d99f6541-de15-79c5-41df-3bc47e9e16e61713994242906.png,2023-09-23 11:03:39
,PerseTuho,TuhoPerse,0.4624 ETH,0xa5ff9504b640c2c992f2768fa4e873507eb728eb,https://static.starsarena.com/uploads/4edd9f25-b6c1-500b-0e81-0c0ba9e236311713751614994.png,2023-09-23 14:23:30
,PerseTuho,TuhoPerse,0.4624 ETH,0xa5ff9504b640c2c992f2768fa4e873507eb728eb,https://static.starsarena.com/uploads/4edd9f25-b6c1-500b-0e81-0c0ba9e236311713751614994.png,2023-09-23 14:23:30
,PerseTuho,TuhoPerse,0.4624 ETH,0xa5ff9504b640c2c992f2768fa4e873507eb728eb,https://static.starsarena.com/uploads/4edd9f25-b6c1-500b-0e81-0c0ba9e236311713751614994.png,2023-09-23 14:23:30
,eyeamfin,EYEamFIN🔻 👑💩🍀🧠,1.1664 ETH,0x68a91ae3664398ea099c51e102b15912d4338760,https://static.starsarena.com/uploads/b69d439e-28af-1f6e-585b-2efd72e59b211724094368561.png,2023-09-23 14:58:17
,LinkstromSergey,Sergey Linkström 🦎🔗⛓️🔺,0.1024 ETH,0xccdb1aff878f0f2bb266f2ac0f092a4d76b9f38c,https://static.starsarena.com/uploads/e1668178-96ce-3aaa-4fba-d8b2ea3577db1717528831211.png,2023-09-23 15:09:12
,nobsfud,Nobs,6.1504 ETH,0x73f7f871fc7725db400f8d582b0bbced3cef1318,https://static.starsarena.com/uploads/48cdad2c-79d9-491f-eb2d-d3a5c7218ee51722971404725.png,2023-09-23 16:21:42
,a_skin2,a_skin2,0.7744 ETH,0x4ff6a9b1718606c872df67f00911e2a809c4b9d8,https://static.starsarena.com/uploads/1b4c9e3c-7fcf-f1aa-206c-52a87fca28bb1724708283935.png,2023-09-23 16:53:29
,KINGETH22,Relentless ♣️🃏,8.5264 ETH,0xca0e017f01214f721c165dace42ce70dd9a21863,https://static.starsarena.com/uploads/7a6edaae-d855-8bf2-b3ba-57a6e609b2541720995302608.png,2023-09-23 16:57:03
,gribbly_fire,Gribbly 🔺,3.8416 ETH,0x71d9c57e332df97d7b1bf6fbd926acb3d685aa06,https://static.starsarena.com/uploads/c5bdcea0-6a9c-961a-f07a-7c52e793d8a91712458051309.png,2023-09-23 17:05:43
,Doit4theC,Doit4theCoins🔺🌞📼🌊📘,0.2304 ETH,0x802beb031995687d1e0f3a8e6715d2502a52c354,https://static.starsarena.com/uploads/1200fabb-9d70-b8ea-b333-f7bac97f8c401713718048584.png,2023-09-23 17:07:19
,Doit4theC,Doit4theCoins🔺🌞📼🌊📘,0.2304 ETH,0x802beb031995687d1e0f3a8e6715d2502a52c354,https://static.starsarena.com/uploads/1200fabb-9d70-b8ea-b333-f7bac97f8c401713718048584.png,2023-09-23 17:07:19
,Doit4theC,Doit4theCoins🔺🌞📼🌊📘,0.2304 ETH,0x802beb031995687d1e0f3a8e6715d2502a52c354,https://static.starsarena.com/uploads/1200fabb-9d70-b8ea-b333-f7bac97f8c401713718048584.png,2023-09-23 17:07:19
,josephk1706,Joseph ❤️ Memecoin,0.1296 ETH,0x95c274b7f7ddc48f993b3b2eff29ee9f598a7dd2,https://pbs.twimg.com/profile_images/1718063587254538240/EN5QksJb_normal.jpg,2023-09-23 17:20:07
,AverageAndy___,Andy,0.6400 ETH,0xa975ee91a2c7dc31d21b36beab46ef3e06c33266,https://static.starsarena.com/uploads/aac4ec01-37f1-c184-ffab-0d9a5ea06d991724010289820.png,2023-09-23 17:23:41
,baytarism,Baytar Integrated 🦍⚡️,0.7056 ETH,0xb93505d18d9ba571cfa4311df24a38d6e752401d,https://static.starsarena.com/uploads/6ea4c20a-6035-d489-fc1a-3def04a958ad1715957871849.png,2023-09-23 17:59:02
,baytarism,Baytar Integrated 🦍⚡️,0.7056 ETH,0xb93505d18d9ba571cfa4311df24a38d6e752401d,https://static.starsarena.com/uploads/6ea4c20a-6035-d489-fc1a-3def04a958ad1715957871849.png,2023-09-23 17:59:02
,zkPrometheus,Prometheus🔺,0.4624 ETH,0x45947d74f1f40aaf122ea2ebe89ec1c4bc33536a,https://static.starsarena.com/uploads/335429a8-5ec5-50bc-5cbd-d60c027ec6e01723047644156.png,2023-09-23 18:15:38
,beegsmol,manu ❤️ Memecoin,0.1600 ETH,0x518161a912e9da802f0da0ac5381fdcfc6ec93f5,https://pbs.twimg.com/profile_images/1706679091280150528/2lYavFoK_normal.png,2023-09-23 18:28:24
,beegsmol,manu ❤️ Memecoin,0.1600 ETH,0x518161a912e9da802f0da0ac5381fdcfc6ec93f5,https://pbs.twimg.com/profile_images/1706679091280150528/2lYavFoK_normal.png,2023-09-23 18:28:24
,Schwockenbocker,Schwock,0.0784 ETH,0x8527593e2f07ef5674cde980d973fb16c2f6f078,https://static.starsarena.com/uploads/4ddc963f-fdcf-d085-a821-279395df95791712118288645.png,2023-09-23 18:41:00
,Ofer_Nan,Ofernan,0.6400 ETH,0x9a074a75facc5188633fb7ed915215127f9b5ac2,https://static.starsarena.com/uploads/06f3ab39-7f8a-8361-101f-a3f79f7545d01716192393042.png,2023-09-23 18:46:14
,Ofer_Nan,Ofernan,0.6400 ETH,0x9a074a75facc5188633fb7ed915215127f9b5ac2,https://static.starsarena.com/uploads/06f3ab39-7f8a-8361-101f-a3f79f7545d01716192393042.png,2023-09-23 18:46:14
,0xBlueDigger,"BlueDigger🔺, 🤖",0.2304 ETH,0xfbde8a68d116402d4c1ae8a6dd1ded5a1a572576,https://static.starsarena.com/uploads/56277459-fa0c-a718-0cda-44e3b343acb71714018333536.png,2023-09-23 18:46:38
,Vagabond202020,🔺Vagabond Caravan 🔺🐓,0.7744 ETH,0x10c57ffb2d0f40f4508fb87af8778a480251d5df,https://static.starsarena.com/uploads/2ca4a984-30c2-4784-a601-6b8201c74c9e1716457783988.png,2023-09-23 18:47:12
,fetakii,Oskaarius ☁️ ⌐◨-◨ 🔺,1.1664 ETH,0xdf0a2c4acf4e396364a725f2ca0c09dcb167012a,https://static.starsarena.com/uploads/eb5419b2-e1c4-1eaa-b077-e526dbd938991712908784085.png,2023-09-23 18:56:21
,jkristof94,0xPubSub,0.1296 ETH,0x6b3a7630dfe01ed6ad24bf57fff1ab57100ef813,https://static.starsarena.com/uploads/6e5351a3-6e0f-bd57-d47e-5847c9afa8941713470493541.png,2023-09-23 18:57:53
,Osama53681,| Osama.Avax🔺️ |,0.2704 ETH,0xefd72b5dc8ee65469c95799cbeba3aa39c3e2379,https://static.starsarena.com/uploads/4bde9fb0-e879-f85a-2f25-9a1e1d88e5f11714159939715.png,2023-09-23 19:08:47
,MinerXBT,Alex 🏰,0.7744 ETH,0xf55c41c6eab8b5ff2fbe04509995152e86e91bfc,https://static.starsarena.com/uploads/fdf5d48b-5e49-b89c-1041-99b3af4e53891725908659258.png,2023-09-23 19:10:51
,nftmufettisi,mufettis 🟧 🐋,1.0000 ETH,0xb82b5915aeb4b2d4d0b3616c2098f495178696f3,https://static.starsarena.com/uploads/35310810-f08b-1595-f1bc-32f407fc5f761725168264496.png,2023-09-23 19:15:58
,Shwaver,Shwaver ☀️🔺ᛤ,0.5776 ETH,0xd7a8fa17c9d000dceadf5fda9d70710871b88e10,https://static.starsarena.com/uploads/a50b7388-2940-e976-55e9-f8ab406691d01724929851895.png,2023-09-23 19:18:22
,Shwaver,Shwaver ☀️🔺ᛤ,0.5776 ETH,0xd7a8fa17c9d000dceadf5fda9d70710871b88e10,https://static.starsarena.com/uploads/a50b7388-2940-e976-55e9-f8ab406691d01724929851895.png,2023-09-23 19:18:22
,ShegokarAmar,ITACHI UCHIHA 👁️ | Shadow Universe🔺| ❤️ Xally,0.1936 ETH,0xdceeedd091aff0daf34f8c33186a7d8e17c80e5b,https://static.starsarena.com/uploads/447a6556-c227-4dfc-4273-a254e83528721714049431043.png,2023-09-23 19:18:22
,ScribbleWarl0ck,Scribble Warlock 🔺,0.9216 ETH,0x2d1410b1e3f1d26ccd2ab250146f61d4d34d47fc,https://static.starsarena.com/uploads/4a2dbbfb-fc20-4f28-2d17-e7315c5b3b731726372674069.png,2023-09-23 19:19:19
,Wikitiky1,"Wikitiky 🔺 ☁️ ⌐◨-◨ (🙏🏻,🙏🏻)",1.0816 ETH,0xb6e5532acef08d9c6274c8a376a9860052f0fb41,https://static.starsarena.com/uploads/f21c353d-e4e5-ea73-1fcf-64803fb080ce1713460984190.png,2023-09-23 19:23:16
,nyck36173522,nyckdean302,0.0784 ETH,0xd01bd69314489f318716573b3954b15a9db38414,https://static.starsarena.com/uploads/da56688b-2ec0-49e5-32c8-17354f0986ca1715217230913.png,2023-09-23 19:24:21
,Gengar_avax,𝐆𝐞𝐧𝐠𝐚𝐫,0.1936 ETH,0xc62e55b03dfe6d2a0fe75c7dc2c3d7fc8b22f845,https://static.starsarena.com/uploads/e701b76b-8334-be11-4f3c-d326eab087571712118512137.png,2023-09-23 19:28:41
,Gengar_avax,𝐆𝐞𝐧𝐠𝐚𝐫,0.1936 ETH,0xc62e55b03dfe6d2a0fe75c7dc2c3d7fc8b22f845,https://static.starsarena.com/uploads/e701b76b-8334-be11-4f3c-d326eab087571712118512137.png,2023-09-23 19:28:41
,Twixxweb3,Twixx,0.3600 ETH,0xd068cb08e49c0ada495d801615ffacc1e96b1c57,https://static.starsarena.com/uploads/2b345c8f-544d-8fb8-50a7-6f5323d7e5321712881083687.png,2023-09-23 19:30:41
,clueless_xn,C.Ξ. PΞTΞR🔺,0.1296 ETH,0x52c0315810fffa4a01f5376348549e693dd1182f,https://static.starsarena.com/uploads/55a86402-1163-83e5-cb9a-d1ba298a1dec1717086485862.png,2023-09-23 19:44:08
,Cactusoda_,"Cactusoda🔺 (🐈, 🧙)",0.7056 ETH,0x80d77d593f0a23e91af04e057a792e1f668b1fde,https://static.starsarena.com/uploads/1afa4f5b-d323-be28-f852-9faa870ba85b1724421528617.png,2023-09-23 19:45:55
,ZardaHexx,zarda🔺,0.2704 ETH,0x04c310cb1fea8416c0c608fd69816620b5e54986,https://static.starsarena.com/uploads/b3410943-ece1-1f5b-6fa4-6b1ac01e52761723239391577.png,2023-09-23 19:46:09
,ZardaHexx,zarda🔺,0.2704 ETH,0x04c310cb1fea8416c0c608fd69816620b5e54986,https://static.starsarena.com/uploads/b3410943-ece1-1f5b-6fa4-6b1ac01e52761723239391577.png,2023-09-23 19:46:09
,disamin,disa_min 🍀,0.0784 ETH,0x00a5fe9d5b18cd5e0399a804880e40460cd5af8f,https://static.starsarena.com/uploads/3c22043e-2dc8-682e-2c41-29e53b95ef501712118512904.png,2023-09-23 19:51:11
,shu_atim,Atim,0.0784 ETH,0x60ee3a5847a4c549ed84862177f0861e0ec8a14b,https://static.starsarena.com/uploads/e1ecf2aa-8f52-8cc5-e12f-902d0121be321712504439916.png,2023-09-23 19:53:05
,shu_atim,Atim,0.0784 ETH,0x60ee3a5847a4c549ed84862177f0861e0ec8a14b,https://static.starsarena.com/uploads/e1ecf2aa-8f52-8cc5-e12f-902d0121be321712504439916.png,2023-09-23 19:53:05
,Sanghren,Sanghren 🔺,0.1600 ETH,0x39e03cac348beea0b14cb4f7ed13cb5a65775d39,https://static.starsarena.com/uploads/b2bb9ab7-385e-c267-fa95-52a3a3ad6aa11714018949067.png,2023-09-23 19:53:43
,Sanghren,Sanghren 🔺,0.1600 ETH,0x39e03cac348beea0b14cb4f7ed13cb5a65775d39,https://static.starsarena.com/uploads/b2bb9ab7-385e-c267-fa95-52a3a3ad6aa11714018949067.png,2023-09-23 19:53:43
,dr_crypto9,dr. CRYPTO,0.6400 ETH,0x3a393a20fa0a9dd3ab2b6951fbbc042140239475,https://static.starsarena.com/uploads/9d900bfb-c7bd-12b7-2db5-ef68ce3e928f1715267916827.png,2023-09-23 19:55:13
,dr_crypto9,dr. CRYPTO,0.6400 ETH,0x3a393a20fa0a9dd3ab2b6951fbbc042140239475,https://static.starsarena.com/uploads/9d900bfb-c7bd-12b7-2db5-ef68ce3e928f1715267916827.png,2023-09-23 19:55:13
,FinderSquid,Squid,0.1024 ETH,0x6c52264950fe001a733090ec403802977ad1ff6d,https://static.starsarena.com/uploads/5aaad9ec-fd72-e74f-cdfb-9d6df8ef3f941714009240784.png,2023-09-23 19:55:19
,FinderSquid,Squid,0.1024 ETH,0x6c52264950fe001a733090ec403802977ad1ff6d,https://static.starsarena.com/uploads/5aaad9ec-fd72-e74f-cdfb-9d6df8ef3f941714009240784.png,2023-09-23 19:55:19
,party_chikn,"Party.Chikn (🐔,💀)",0.0784 ETH,0x2928f8a0604ca5691373f3bd34a4a22958ba28d2,https://static.starsarena.com/uploads/e6739194-7a60-a7ba-f5b6-8bac4c305d8c1712118512375.png,2023-09-23 20:02:04
,party_chikn,"Party.Chikn (🐔,💀)",0.0784 ETH,0x2928f8a0604ca5691373f3bd34a4a22958ba28d2,https://static.starsarena.com/uploads/e6739194-7a60-a7ba-f5b6-8bac4c305d8c1712118512375.png,2023-09-23 20:02:04
,DavyJones55,Davy jones,0.1600 ETH,0xaadce4be4fa8948deb4d3eac3462cbb64e06ca3e,https://static.starsarena.com/uploads/c47248bf-79d4-826a-3119-db2eb6e751ce1725192404670.png,2023-09-23 20:05:56
,DavyJones55,Davy jones,0.1600 ETH,0xaadce4be4fa8948deb4d3eac3462cbb64e06ca3e,https://static.starsarena.com/uploads/c47248bf-79d4-826a-3119-db2eb6e751ce1725192404670.png,2023-09-23 20:05:56
,_bavic,B🔺V I C,0.1296 ETH,0x12cee6bbc80439df1f4b482238217fa98bf92525,https://static.starsarena.com/uploads/1e5ce102-d690-f019-bf09-4506d5ad00cc1722638516880.png,2023-09-23 20:12:09
,AveryBigweapon,Avery Bigweapon,2.6896 ETH,0x9f94af804825ea99c78e82cdaed50b8096c1358a,https://static.starsarena.com/uploads/15f00344-3fbe-6cc4-70c6-f81408cc4ba71720709073306.png,2023-09-23 20:13:51
,mihaneke,"ezazil.lens, ❤️ Memecoin “💙 De.Fi Army”",0.1600 ETH,0xd8ac52e23b23ebd516af316945151015676c1c40,https://pbs.twimg.com/profile_images/1722972731300356096/alBitd6d_normal.jpg,2023-09-23 20:16:58
,0xEspi,Espi9000 🔺,0.2304 ETH,0x4e1c2670a464448582017766244702dba07cfeaa,https://static.starsarena.com/uploads/4286b3a7-eb75-cdf2-0e62-ebb20f4599bd1725195687265.png,2023-09-23 20:17:45
,0xEspi,Espi9000 🔺,0.2304 ETH,0x4e1c2670a464448582017766244702dba07cfeaa,https://static.starsarena.com/uploads/4286b3a7-eb75-cdf2-0e62-ebb20f4599bd1725195687265.png,2023-09-23 20:17:45
,0xdodo,dodo ♦️ ❤️$WELL 🐉 $MON,0.3136 ETH,0x0f1faa4cd29cddd851683c90a120c60341dae618,https://static.starsarena.com/uploads/7288547a-c151-fd13-e127-943c5f3277ba1712118512590.png,2023-09-23 20:23:14
,0xdodo,dodo ♦️ ❤️$WELL 🐉 $MON,0.3136 ETH,0x0f1faa4cd29cddd851683c90a120c60341dae618,https://static.starsarena.com/uploads/7288547a-c151-fd13-e127-943c5f3277ba1712118512590.png,2023-09-23 20:23:14
,gerhardvonbier,gerhard ₿🔺,0.6400 ETH,0xebd63750765581f884db339456d46f23e66a75cd,https://static.starsarena.com/uploads/3eb8a7e4-66df-1339-5008-5447295889681721573860749.png,2023-09-23 20:26:36
,sellmanft,Selmanft,0.7056 ETH,0xec682488032f8f33807d77440b1576d9a23b4bc9,https://static.starsarena.com/uploads/e6a09070-40c4-e24b-c13f-def04ca5a0571712569107065.png,2023-09-23 20:29:18
,avax_skull,Avax's Skull 🔺Mint Is Live 💀,0.0784 ETH,0x6e4a6b3d86c20a325601732ba8bc150b8f772ddb,https://static.starsarena.com/uploads/3927ec98-d544-f6ce-95a6-cefabde96e041712507324875.png,2023-09-23 20:29:27
,CryptoQuine,Quine🔺🐓⛈💀🐝,1.0000 ETH,0x30fbea140981d066c65a9239b277cdaa550b24fa,https://static.starsarena.com/uploads/a13ef1c3-1eab-f2c5-56e4-a218d32c7d861712406779832.png,2023-09-23 20:39:09
,theofobos,TogiSlatan.avax🔺🐜,0.1024 ETH,0x04aac5e1a795374e865d9acfb45c1d8ae87964b2,https://static.starsarena.com/uploads/671f9a9e-7958-ae4d-ea2d-80d35a227d8c1730226554690.png,2023-09-23 20:39:17
,theofobos,TogiSlatan.avax🔺🐜,0.1024 ETH,0x04aac5e1a795374e865d9acfb45c1d8ae87964b2,https://static.starsarena.com/uploads/671f9a9e-7958-ae4d-ea2d-80d35a227d8c1730226554690.png,2023-09-23 20:39:17
,RiseOfKong,CWG,0.6400 ETH,0x73f0f01cdaa65dfd61127a8d9baeebdbc6094331,https://static.starsarena.com/uploads/b8ecbedf-980d-560d-1154-6cff6ec78ecd1724193200037.png,2023-09-23 20:39:25
,nefiten,Nefiten,0.3600 ETH,0x1dea62b3882c5cc05e0deb23f67a0f7f476d7cbb,https://static.starsarena.com/uploads/3fe22197-d920-a4f8-62af-7618adc0fb9a1713999337406.png,2023-09-23 20:43:33
,Loony81_x,loony.mambo,0.1600 ETH,0x6a25e47aa8686223f15da02457b5d7214095c20e,https://static.starsarena.com/uploads/b41d652d-4181-4950-c9c7-249444c8206c1712591917107.png,2023-09-23 20:47:03
,lescanorm,LEscAnorM🔺,0.1024 ETH,0x14070bc90e70ae697c3dbf1dceff0363bf76f1c9,https://static.starsarena.com/uploads/75d48b71-3a97-73b8-5b56-05406885531b1720714596813.png,2023-09-23 20:49:08
,lescanorm,LEscAnorM🔺,0.1024 ETH,0x14070bc90e70ae697c3dbf1dceff0363bf76f1c9,https://static.starsarena.com/uploads/75d48b71-3a97-73b8-5b56-05406885531b1720714596813.png,2023-09-23 20:49:08
,lescanorm,LEscAnorM🔺,0.1024 ETH,0x14070bc90e70ae697c3dbf1dceff0363bf76f1c9,https://static.starsarena.com/uploads/75d48b71-3a97-73b8-5b56-05406885531b1720714596813.png,2023-09-23 20:49:08
,populartourist,wd🔺,0.2704 ETH,0xae06ae211247cada792773c43af72cc7b6dc5d19,https://static.starsarena.com/uploads/48d3a9fb-a324-d5ba-ad27-b439cfcd7dac1717491349024.png,2023-09-23 20:49:42
,CryptoOrro,Orro 🐨,0.5184 ETH,0xd99cad8bd55c391f598d87bc876dd100b1788a73,https://static.starsarena.com/uploads/d0523af3-f6d3-6be1-569d-d389af7ab2061716490028229.png,2023-09-23 20:51:10
,CryptoOrro,Orro 🐨,0.5184 ETH,0xd99cad8bd55c391f598d87bc876dd100b1788a73,https://static.starsarena.com/uploads/d0523af3-f6d3-6be1-569d-d389af7ab2061716490028229.png,2023-09-23 20:51:10
,ulaireattea13,ulaireaattea13 🔺,0.2304 ETH,0x77a9b29c882e69670b22ef9d1a0b51b15ecfa248,https://static.starsarena.com/uploads/e962f0d7-e104-5227-dfc4-e0111871ff3d1715814078534.png,2023-09-23 20:57:49
,ulaireattea13,ulaireaattea13 🔺,0.2304 ETH,0x77a9b29c882e69670b22ef9d1a0b51b15ecfa248,https://static.starsarena.com/uploads/e962f0d7-e104-5227-dfc4-e0111871ff3d1715814078534.png,2023-09-23 20:57:49
,Zeliscii,zelis,0.2704 ETH,0xe8075d73daae0cf0241b9f3028733e441cfdde3b,https://static.starsarena.com/uploads/7d858ebd-3b5f-70dd-c41b-c94549bae1461720882876563.png,2023-09-23 20:58:37
,JackSparrowx11,🏰alpertunga.lens,0.1600 ETH,0xec6324f045d2637327d1be7f3a0f186738b9b5c6,https://static.starsarena.com/uploads/cceaef69-a872-f3aa-b7c8-9cb6ec5188a51715031189877.png,2023-09-23 21:02:49
,JackSparrowx11,🏰alpertunga.lens,0.1600 ETH,0xec6324f045d2637327d1be7f3a0f186738b9b5c6,https://static.starsarena.com/uploads/cceaef69-a872-f3aa-b7c8-9cb6ec5188a51715031189877.png,2023-09-23 21:02:49
,JackSparrowx11,🏰alpertunga.lens,0.1600 ETH,0xec6324f045d2637327d1be7f3a0f186738b9b5c6,https://static.starsarena.com/uploads/cceaef69-a872-f3aa-b7c8-9cb6ec5188a51715031189877.png,2023-09-23 21:02:49
,zoomeranon69,🔺 e n j o y o o o r 9000,1.4400 ETH,0xd92c34794f95036c9b6b5c52552833924aba45da,https://static.starsarena.com/uploads/3e54e5a7-7383-8917-89f3-4fa0d229cac11721572848756.png,2023-09-23 21:28:33
,Argostroloji,Eray Efe,0.8464 ETH,0xccf480b29d38ab52dcf0fb92bf130800367a78ec,https://static.starsarena.com/uploads/71863541-f2fc-ed85-d344-6c60e1fe79eb1725137492312.png,2023-09-23 21:31:39
,AvaxArrogant,Arrogant 🔺,0.7056 ETH,0x531c7975e495038bb3d673317a2c429c20b54ac4,https://static.starsarena.com/uploads/c162374e-6632-51e6-bfd3-c16f48d1004b1713241640267.png,2023-09-23 21:52:30
,AvaxArrogant,Arrogant 🔺,0.7056 ETH,0x531c7975e495038bb3d673317a2c429c20b54ac4,https://static.starsarena.com/uploads/c162374e-6632-51e6-bfd3-c16f48d1004b1713241640267.png,2023-09-23 21:52:30
,DinoRoars007,"Dino 🦖(🚫,🥶)",4.0000 ETH,0x7d622d1ce5c97ba6062b90750d23bf626b0f6efb,https://static.starsarena.com/uploads/5e0ea554-c890-b12d-b8f5-8fe37e3b371c1720929243854.png,2023-09-23 21:55:31
,gtreece,GregNice 🔺 🐓 🦍,0.4096 ETH,0x373b821760043f92909e5dc4410842ee7e310831,https://static.starsarena.com/uploads/564d8108-16fe-55ab-6d9d-4262658b06e01725327384475.png,2023-09-23 21:58:30
,Bayo0x,0xbayo.avax🔺💀🦴,2.4336 ETH,0x024e46e2ef17d7530ecf237a35f9892aca39da59,https://static.starsarena.com/uploads/550d5776-b8ec-e28c-7856-3afb5b7865a31724057822316.png,2023-09-23 22:12:29
